method,n,ar,df,rho,SNR,rep,mse
quantile,200,0.5,inf,0.2,5,1,0.011724224822085438
huber,200,0.5,inf,0.2,5,1,0.01103927015081842
linear,200,0.5,inf,0.2,5,2,0.012327610436516565
quantile,200,0.5,inf,0.2,5,2,0.019524735899851695
huber,200,0.5,inf,0.2,5,2,0.017258435712356093
linear,200,0.5,inf,0.2,5,3,0.008385720059421876
quantile,200,0.5,inf,0.2,5,3,0.01541996437971086
huber,200,0.5,inf,0.2,5,3,0.011841154128210594
linear,200,0.5,inf,0.2,5,4,0.014137415232507665
quantile,200,0.5,inf,0.2,5,4,0.015804982314462233
huber,200,0.5,inf,0.2,5,4,0.014527743839121629
linear,200,0.5,inf,0.2,5,5,0.011325230019937698
quantile,200,0.5,inf,0.2,5,5,0.011741489270759908
huber,200,0.5,inf,0.2,5,5,0.01045162333879269
linear,200,0.5,inf,0.2,5,6,0.011697391450711594
quantile,200,0.5,inf,0.2,5,6,0.016011961849455244
huber,200,0.5,inf,0.2,5,6,0.01476028520353368
linear,200,0.5,inf,0.2,5,7,0.009181151517276186
quantile,200,0.5,inf,0.2,5,7,0.014350098723422458
huber,200,0.5,inf,0.2,5,7,0.011808335668765239
linear,200,0.5,inf,0.2,5,8,0.013573961458993042
quantile,200,0.5,inf,0.2,5,8,0.017799889803388716
huber,200,0.5,inf,0.2,5,8,0.013776139671671178
linear,200,0.5,inf,0.2,5,9,0.010097746754750598
quantile,200,0.5,inf,0.2,5,9,0.01738131654124498
huber,200,0.5,inf,0.2,5,9,0.014525019591088666
linear,200,0.5,inf,0.2,5,10,0.011360641757558545
quantile,200,0.5,inf,0.2,5,10,0.021131213319148884
huber,200,0.5,inf,0.2,5,10,0.018461005380280907
linear,200,0.5,inf,0.2,5,11,0.00753630848666646
quantile,200,0.5,inf,0.2,5,11,0.011839539335884353
huber,200,0.5,inf,0.2,5,11,0.011028382856405693
linear,200,0.5,inf,0.2,5,12,0.011777525378744333
quantile,200,0.5,inf,0.2,5,12,0.02074735708108758
huber,200,0.5,inf,0.2,5,12,0.017223279429012153
linear,200,0.5,inf,0.2,5,13,0.016082862727952667
quantile,200,0.5,inf,0.2,5,13,0.021908733672957176
huber,200,0.5,inf,0.2,5,13,0.020678564490324156
linear,200,0.5,inf,0.2,5,14,0.008927667023802661
quantile,200,0.5,inf,0.2,5,14,0.012092010131580278
huber,200,0.5,inf,0.2,5,14,0.012304209930628083
linear,200,0.5,inf,0.2,5,15,0.010223274657137474
quantile,200,0.5,inf,0.2,5,15,0.013147383187489951
huber,200,0.5,inf,0.2,5,15,0.011458100384480014
linear,200,0.5,inf,0.2,5,16,0.011692308437624643
quantile,200,0.5,inf,0.2,5,16,0.014837168670897127
huber,200,0.5,inf,0.2,5,16,0.013794155452206212
linear,200,0.5,inf,0.2,5,17,0.014765004986100894
quantile,200,0.5,inf,0.2,5,17,0.020548814512099174
huber,200,0.5,inf,0.2,5,17,0.016670469246825456
linear,200,0.5,inf,0.2,5,18,0.00915383374997992
quantile,200,0.5,inf,0.2,5,18,0.014408054024039161
huber,200,0.5,inf,0.2,5,18,0.012905734984736301
linear,200,0.5,inf,0.2,5,19,0.012547147463544565
quantile,200,0.5,inf,0.2,5,19,0.02252463973843737
huber,200,0.5,inf,0.2,5,19,0.020329207852435516
linear,200,0.5,inf,0.2,5,20,0.0111633814195507
quantile,200,0.5,inf,0.2,5,20,0.015208041089036443
huber,200,0.5,inf,0.2,5,20,0.012569237889765892
linear,200,0.5,inf,0.2,5,21,0.015410272553168354
quantile,200,0.5,inf,0.2,5,21,0.02194153766699992
huber,200,0.5,inf,0.2,5,21,0.016916348050433946
linear,200,0.5,inf,0.2,5,22,0.011151451349309817
quantile,200,0.5,inf,0.2,5,22,0.015584052792926805
huber,200,0.5,inf,0.2,5,22,0.013530774867166126
linear,200,0.5,inf,0.2,5,23,0.009871813290392406
quantile,200,0.5,inf,0.2,5,23,0.012582001068977318
huber,200,0.5,inf,0.2,5,23,0.011865310469238262
linear,200,0.5,inf,0.2,5,24,0.006432376613243699
quantile,200,0.5,inf,0.2,5,24,0.010230546451266174
huber,200,0.5,inf,0.2,5,24,0.007404561128553945
linear,200,0.5,inf,0.2,5,25,0.015876401642235454
quantile,200,0.5,inf,0.2,5,25,0.022294743068372317
huber,200,0.5,inf,0.2,5,25,0.019537643049977703
linear,200,0.5,inf,0.2,5,26,0.010416916528788322
quantile,200,0.5,inf,0.2,5,26,0.022563033272505292
huber,200,0.5,inf,0.2,5,26,0.016150664695141707
linear,200,0.5,inf,0.2,5,27,0.013707818267765516
quantile,200,0.5,inf,0.2,5,27,0.019409230648837313
huber,200,0.5,inf,0.2,5,27,0.016930278014773387
linear,200,0.5,inf,0.2,5,28,0.008796037996621172
quantile,200,0.5,inf,0.2,5,28,0.012809004783625486
huber,200,0.5,inf,0.2,5,28,0.011418508266033649
linear,200,0.5,inf,0.2,5,29,0.006770150739843661
quantile,200,0.5,inf,0.2,5,29,0.01140498166964483
huber,200,0.5,inf,0.2,5,29,0.010039670696980842
linear,200,0.5,inf,0.2,10,0,0.00898808729887972
quantile,200,0.5,inf,0.2,10,0,0.011923783124376173
huber,200,0.5,inf,0.2,10,0,0.010450587951043488
linear,200,0.5,inf,0.2,10,1,0.010332456418556348
quantile,200,0.5,inf,0.2,10,1,0.015070315807570829
huber,200,0.5,inf,0.2,10,1,0.015307852543825154
linear,200,0.5,inf,0.2,10,2,0.012061820667862981
quantile,200,0.5,inf,0.2,10,2,0.01271283286577901
huber,200,0.5,inf,0.2,10,2,0.012215108884534689
linear,200,0.5,inf,0.2,10,3,0.008884389264401264
quantile,200,0.5,inf,0.2,10,3,0.01656947203747684
huber,200,0.5,inf,0.2,10,3,0.014492915742984704
linear,200,0.5,inf,0.2,10,4,0.010504521150431451
quantile,200,0.5,inf,0.2,10,4,0.019659943972386372
huber,200,0.5,inf,0.2,10,4,0.020386021089491516
linear,200,0.5,inf,0.2,10,5,0.009960768521988213
quantile,200,0.5,inf,0.2,10,5,0.018443830011799868
huber,200,0.5,inf,0.2,10,5,0.0134981359065162
linear,200,0.5,inf,0.2,10,6,0.015440523112484046
quantile,200,0.5,inf,0.2,10,6,0.017888931262904997
huber,200,0.5,inf,0.2,10,6,0.017312289126926863
linear,200,0.5,inf,0.2,10,7,0.013043640268142163
quantile,200,0.5,inf,0.2,10,7,0.023318655169430418
huber,200,0.5,inf,0.2,10,7,0.018334990456614842
linear,200,0.5,inf,0.2,10,8,0.01135835340775695
quantile,200,0.5,inf,0.2,10,8,0.01797028099581328
huber,200,0.5,inf,0.2,10,8,0.01653914846787152
linear,200,0.5,inf,0.2,10,9,0.01412493489809201
quantile,200,0.5,inf,0.2,10,9,0.01714244863573204
huber,200,0.5,inf,0.2,10,9,0.015546480357120257
linear,200,0.5,inf,0.2,10,10,0.012759335882762098
quantile,200,0.5,inf,0.2,10,10,0.02064159328344057
huber,200,0.5,inf,0.2,10,10,0.016192014181597287
linear,200,0.5,inf,0.2,10,11,0.008738095454846192
quantile,200,0.5,inf,0.2,10,11,0.014213882947788671
huber,200,0.5,inf,0.2,10,11,0.010832486203561547
linear,200,0.5,inf,0.2,10,12,0.010884311455534751
quantile,200,0.5,inf,0.2,10,12,0.013557541647884898
huber,200,0.5,inf,0.2,10,12,0.010508541847395456
linear,200,0.5,inf,0.2,10,13,0.01017240384276231
quantile,200,0.5,inf,0.2,10,13,0.012922482418749335
huber,200,0.5,inf,0.2,10,13,0.011454087482538768
linear,200,0.5,inf,0.2,10,14,0.014241154618915685
quantile,200,0.5,inf,0.2,10,14,0.021610830281368426
huber,200,0.5,inf,0.2,10,14,0.01852803874678832
linear,200,0.5,inf,0.2,10,15,0.008415450806206624
quantile,200,0.5,inf,0.2,10,15,0.013247296698668922
huber,200,0.5,inf,0.2,10,15,0.011995108800168028
linear,200,0.5,inf,0.2,10,16,0.006656064850732698
quantile,200,0.5,inf,0.2,10,16,0.01448762623024435
huber,200,0.5,inf,0.2,10,16,0.011836718880785763
linear,200,0.5,inf,0.2,10,17,0.012173778137618094
quantile,200,0.5,inf,0.2,10,17,0.01675783663016896
huber,200,0.5,inf,0.2,10,17,0.01624683834276374
linear,200,0.5,inf,0.2,10,18,0.008653779815316322
quantile,200,0.5,inf,0.2,10,18,0.012115215913407711
huber,200,0.5,inf,0.2,10,18,0.010844914325821388
linear,200,0.5,inf,0.2,10,19,0.009422942909728095
quantile,200,0.5,inf,0.2,10,19,0.013051605896675469
huber,200,0.5,inf,0.2,10,19,0.010105107456747737
linear,200,0.5,inf,0.2,10,20,0.01393507923851171
quantile,200,0.5,inf,0.2,10,20,0.016025601834081745
huber,200,0.5,inf,0.2,10,20,0.015124204556939962
linear,200,0.5,inf,0.2,10,21,0.010641735285631487
quantile,200,0.5,inf,0.2,10,21,0.015559975845298312
huber,200,0.5,inf,0.2,10,21,0.013644669062402021
linear,200,0.5,inf,0.2,10,22,0.01162918412049121
quantile,200,0.5,inf,0.2,10,22,0.017364722309024458
huber,200,0.5,inf,0.2,10,22,0.015155774143282903
linear,200,0.5,inf,0.2,10,23,0.012030505424495266
quantile,200,0.5,inf,0.2,10,23,0.019184712003573162
huber,200,0.5,inf,0.2,10,23,0.01736551298814176
linear,200,0.5,inf,0.2,10,24,0.009992079039928653
quantile,200,0.5,inf,0.2,10,24,0.015279255289917476
huber,200,0.5,inf,0.2,10,24,0.013226645752271705
linear,200,0.5,inf,0.2,10,25,0.01017816612232306
quantile,200,0.5,inf,0.2,10,25,0.011673117510231337
huber,200,0.5,inf,0.2,10,25,0.010950823362267548
linear,200,0.5,inf,0.2,10,26,0.010907242436219784
quantile,200,0.5,inf,0.2,10,26,0.01753510552535388
huber,200,0.5,inf,0.2,10,26,0.013422127273853954
linear,200,0.5,inf,0.2,10,27,0.008051963937331761
quantile,200,0.5,inf,0.2,10,27,0.012649042236863075
huber,200,0.5,inf,0.2,10,27,0.01162800501920511
linear,200,0.5,inf,0.2,10,28,0.008938506698586871
quantile,200,0.5,inf,0.2,10,28,0.020944654684369415
huber,200,0.5,inf,0.2,10,28,0.017847229832578904
linear,200,0.5,inf,0.2,10,29,0.012122294421840162
quantile,200,0.5,inf,0.2,10,29,0.014769477804946297
huber,200,0.5,inf,0.2,10,29,0.012967011309922552
linear,200,0.8,1.0,0.2,1,0,8.023830879280776
quantile,200,0.8,1.0,0.2,1,0,0.9069153193731875
huber,200,0.8,1.0,0.2,1,0,0.8497821004766848
linear,200,0.8,1.0,0.2,1,1,0.758506644292185
quantile,200,0.8,1.0,0.2,1,1,0.825888238552257
huber,200,0.8,1.0,0.2,1,1,0.48964831808077064
linear,200,0.8,1.0,0.2,1,2,6.394980960421374
quantile,200,0.8,1.0,0.2,1,2,1.5440188834735529
huber,200,0.8,1.0,0.2,1,2,0.922609266715828
linear,200,0.8,1.0,0.2,1,3,1792.2189245069071
quantile,200,0.8,1.0,0.2,1,3,4.318285132639606
huber,200,0.8,1.0,0.2,1,3,3.5896940469584835
linear,200,0.8,1.0,0.2,1,4,2100.1899934727226
quantile,200,0.8,1.0,0.2,1,4,1.0397049266374048
huber,200,0.8,1.0,0.2,1,4,0.5157690864326607
linear,200,0.8,1.0,0.2,1,5,3.1273907920753024
quantile,200,0.8,1.0,0.2,1,5,1.342486900377866
huber,200,0.8,1.0,0.2,1,5,0.8824788244458475
linear,200,0.8,1.0,0.2,1,6,11.403088377986032
quantile,200,0.8,1.0,0.2,1,6,1.0334620373900258
huber,200,0.8,1.0,0.2,1,6,0.6907444783360084
linear,200,0.8,1.0,0.2,1,7,1.2500573805917576
quantile,200,0.8,1.0,0.2,1,7,1.2016497197056015
huber,200,0.8,1.0,0.2,1,7,0.7150652150194874
linear,200,0.8,1.0,0.2,1,8,4.6508066589786425
quantile,200,0.8,1.0,0.2,1,8,0.808318776902146
huber,200,0.8,1.0,0.2,1,8,0.6109101015400202
linear,200,0.8,1.0,0.2,1,9,23.229249279873997
quantile,200,0.8,1.0,0.2,1,9,0.7535958638362316
huber,200,0.8,1.0,0.2,1,9,0.6393954909443454
linear,200,0.8,1.0,0.2,1,10,39.09782301159425
quantile,200,0.8,1.0,0.2,1,10,2.6668246433759597
huber,200,0.8,1.0,0.2,1,10,1.9438216637560806
linear,200,0.8,1.0,0.2,1,11,342.5950976827563
quantile,200,0.8,1.0,0.2,1,11,3.1635622926344436
huber,200,0.8,1.0,0.2,1,11,2.4631211006838347
linear,200,0.8,1.0,0.2,1,12,19.329407762644905
quantile,200,0.8,1.0,0.2,1,12,2.1471874808662967
huber,200,0.8,1.0,0.2,1,12,1.0136861103256627
linear,200,0.8,1.0,0.2,1,13,21.570094492184165
quantile,200,0.8,1.0,0.2,1,13,1.1980882933435981
huber,200,0.8,1.0,0.2,1,13,1.000388139913608
linear,200,0.8,1.0,0.2,1,14,23.25898137439195
quantile,200,0.8,1.0,0.2,1,14,1.2947116472034883
huber,200,0.8,1.0,0.2,1,14,0.8625363787073898
linear,200,0.8,1.0,0.2,1,15,2.3190985383191447
quantile,200,0.8,1.0,0.2,1,15,0.6855648766940516
huber,200,0.8,1.0,0.2,1,15,0.2593926578857431
linear,200,0.8,1.0,0.2,1,16,0.8182678766727319
quantile,200,0.8,1.0,0.2,1,16,0.6195621963987304
huber,200,0.8,1.0,0.2,1,16,0.5398891612728989
linear,200,0.8,1.0,0.2,1,17,14.423754942869994
quantile,200,0.8,1.0,0.2,1,17,0.8958634065993824
huber,200,0.8,1.0,0.2,1,17,0.5621997877792737
linear,200,0.8,1.0,0.2,1,18,5.253578781033087
quantile,200,0.8,1.0,0.2,1,18,1.9443526915100537
huber,200,0.8,1.0,0.2,1,18,1.194280841864393
linear,200,0.8,1.0,0.2,1,19,5.591329765824119
quantile,200,0.8,1.0,0.2,1,19,1.291721179540687
huber,200,0.8,1.0,0.2,1,19,1.0614567342096095
linear,200,0.8,1.0,0.2,1,20,16.85759392931383
quantile,200,0.8,1.0,0.2,1,20,2.095569523186272
huber,200,0.8,1.0,0.2,1,20,1.843681253977864
linear,200,0.8,1.0,0.2,1,21,1.2117988302140534
quantile,200,0.8,1.0,0.2,1,21,1.0655393526168102
huber,200,0.8,1.0,0.2,1,21,0.8924087433989876
linear,200,0.8,1.0,0.2,1,22,8.33849606211725
quantile,200,0.8,1.0,0.2,1,22,1.6287152720756013
huber,200,0.8,1.0,0.2,1,22,1.3238960186300153
linear,200,0.8,1.0,0.2,1,23,41.00253198663553
quantile,200,0.8,1.0,0.2,1,23,1.1431645122849847
huber,200,0.8,1.0,0.2,1,23,0.6689957806625809
linear,200,0.8,1.0,0.2,1,24,122.55698917561968
quantile,200,0.8,1.0,0.2,1,24,0.6079307696329522
huber,200,0.8,1.0,0.2,1,24,0.40567624794827745
linear,200,0.8,1.0,0.2,1,25,2.086661107416372
quantile,200,0.8,1.0,0.2,1,25,0.9374579731906507
huber,200,0.8,1.0,0.2,1,25,0.4460668918630759
linear,200,0.8,1.0,0.2,1,26,3.6587148916068783
quantile,200,0.8,1.0,0.2,1,26,3.0405201077479007
huber,200,0.8,1.0,0.2,1,26,1.5530246541165513
linear,200,0.8,1.0,0.2,1,27,1.4917406997482392
quantile,200,0.8,1.0,0.2,1,27,1.0804889656631262
huber,200,0.8,1.0,0.2,1,27,0.774220316380186
linear,200,0.8,1.0,0.2,1,28,6.140509794332265
quantile,200,0.8,1.0,0.2,1,28,1.2306046019362622
huber,200,0.8,1.0,0.2,1,28,0.9831369194214821
linear,200,0.8,1.0,0.2,1,29,6.736831708532888
quantile,200,0.8,1.0,0.2,1,29,0.5355400168497688
huber,200,0.8,1.0,0.2,1,29,0.4086374695337412
linear,200,0.8,1.0,0.2,5,0,6.492338232537736
quantile,200,0.8,1.0,0.2,5,0,2.6877086958368106
huber,200,0.8,1.0,0.2,5,0,1.8811318420105843
linear,200,0.8,1.0,0.2,5,1,1.2291266446963687
quantile,200,0.8,1.0,0.2,5,1,0.7447037256810394
huber,200,0.8,1.0,0.2,5,1,0.4275325764762826
linear,200,0.8,1.0,0.2,5,2,1.832041127917511
quantile,200,0.8,1.0,0.2,5,2,0.6566315808138852
huber,200,0.8,1.0,0.2,5,2,0.3526477765945241
linear,200,0.8,1.0,0.2,5,3,5.679825685006517
quantile,200,0.8,1.0,0.2,5,3,1.3132734584629837
huber,200,0.8,1.0,0.2,5,3,0.8509325292550415
linear,200,0.8,1.0,0.2,5,4,207.10961961119466
quantile,200,0.8,1.0,0.2,5,4,0.8865918114909377
huber,200,0.8,1.0,0.2,5,4,0.7157739651924814
linear,200,0.8,1.0,0.2,5,5,53.98472699999551
quantile,200,0.8,1.0,0.2,5,5,0.666767160988844
huber,200,0.8,1.0,0.2,5,5,0.40178383467025575
linear,200,0.8,1.0,0.2,5,6,196.80638966259303
quantile,200,0.8,1.0,0.2,5,6,0.9628768443576293
huber,200,0.8,1.0,0.2,5,6,0.6245938772063762
linear,200,0.8,1.0,0.2,5,7,0.34409418939643055
quantile,200,0.8,1.0,0.2,5,7,0.16190245207448933
huber,200,0.8,1.0,0.2,5,7,0.12492990405469222
linear,200,0.8,1.0,0.2,5,8,0.5263744168496125
quantile,200,0.8,1.0,0.2,5,8,0.5496068596147534
huber,200,0.8,1.0,0.2,5,8,0.47281434482977236
linear,200,0.8,1.0,0.2,5,9,3.880365780070645
quantile,200,0.8,1.0,0.2,5,9,1.2039495857248719
huber,200,0.8,1.0,0.2,5,9,0.5142313202968087
linear,200,0.8,1.0,0.2,5,10,38.32343223964293
quantile,200,0.8,1.0,0.2,5,10,1.5310086013498263
huber,200,0.8,1.0,0.2,5,10,0.7438966709823529
linear,200,0.8,1.0,0.2,5,11,79.34088813397378
quantile,200,0.8,1.0,0.2,5,11,1.006028322490103
huber,200,0.8,1.0,0.2,5,11,0.7390134706261259
linear,200,0.8,1.0,0.2,5,12,3.959418600216093
quantile,200,0.8,1.0,0.2,5,12,1.8878645961175877
huber,200,0.8,1.0,0.2,5,12,1.226175917153822
linear,200,0.8,1.0,0.2,5,13,6.283047822095973
quantile,200,0.8,1.0,0.2,5,13,1.5560092198306918
huber,200,0.8,1.0,0.2,5,13,1.0731337915432908
linear,200,0.8,1.0,0.2,5,14,111.17881918495246
quantile,200,0.8,1.0,0.2,5,14,1.9131349280465444
huber,200,0.8,1.0,0.2,5,14,1.4428102344629035
linear,200,0.8,1.0,0.2,5,15,7.340034404815117
quantile,200,0.8,1.0,0.2,5,15,0.5991773873302337
huber,200,0.8,1.0,0.2,5,15,0.3533526497790119
linear,200,0.8,1.0,0.2,5,16,6.656877749410337
quantile,200,0.8,1.0,0.2,5,16,0.41509697691967384
huber,200,0.8,1.0,0.2,5,16,0.3782762305706676
linear,200,0.8,1.0,0.2,5,17,20.840963537212986
quantile,200,0.8,1.0,0.2,5,17,3.6558151927794555
huber,200,0.8,1.0,0.2,5,17,2.9391894053471352
linear,200,0.8,1.0,0.2,5,18,0.4290019116432249
quantile,200,0.8,1.0,0.2,5,18,0.27438316454654965
huber,200,0.8,1.0,0.2,5,18,0.27126534171282657
linear,200,0.8,1.0,0.2,5,19,0.6675593078530208
quantile,200,0.8,1.0,0.2,5,19,0.570395433757847
huber,200,0.8,1.0,0.2,5,19,0.4395309050449604
linear,200,0.8,1.0,0.2,5,20,2.891464990280678
quantile,200,0.8,1.0,0.2,5,20,0.792767323818724
huber,200,0.8,1.0,0.2,5,20,0.5191226634275337
linear,200,0.8,1.0,0.2,5,21,3.052028507498352
quantile,200,0.8,1.0,0.2,5,21,0.6343855406981782
huber,200,0.8,1.0,0.2,5,21,0.5242227614616595
linear,200,0.8,1.0,0.2,5,22,1.259060249674706
quantile,200,0.8,1.0,0.2,5,22,0.46439067655331423
huber,200,0.8,1.0,0.2,5,22,0.28930075935434074
linear,200,0.8,1.0,0.2,5,23,2.692212562449215
quantile,200,0.8,1.0,0.2,5,23,0.8546869669193967
huber,200,0.8,1.0,0.2,5,23,0.8189022680112314
linear,200,0.8,1.0,0.2,5,24,4.374375425558847
quantile,200,0.8,1.0,0.2,5,24,0.4490841187894092
huber,200,0.8,1.0,0.2,5,24,0.35655861483947565
linear,200,0.8,1.0,0.2,5,25,1.7797393599010214
quantile,200,0.8,1.0,0.2,5,25,0.9913430929619006
huber,200,0.8,1.0,0.2,5,25,0.6097814525990752
linear,200,0.8,1.0,0.2,5,26,135.31708195443557
quantile,200,0.8,1.0,0.2,5,26,0.975692141177041
huber,200,0.8,1.0,0.2,5,26,0.8883398629902206
linear,200,0.8,1.0,0.2,5,27,1.001623737553744
quantile,200,0.8,1.0,0.2,5,27,0.452834463684192
huber,200,0.8,1.0,0.2,5,27,0.37393343714978433
linear,200,0.8,1.0,0.2,5,28,2.905712609523222
quantile,200,0.8,1.0,0.2,5,28,1.0037187308769624
huber,200,0.8,1.0,0.2,5,28,0.7684186307540374
linear,200,0.8,1.0,0.2,5,29,61.06069545374881
quantile,200,0.8,1.0,0.2,5,29,1.0946246133239543
huber,200,0.8,1.0,0.2,5,29,0.6812339658599142
linear,200,0.8,1.0,0.2,10,0,17.43432402175089
quantile,200,0.8,1.0,0.2,10,0,0.2794499081346477
huber,200,0.8,1.0,0.2,10,0,0.2635009380952931
linear,200,0.8,1.0,0.2,10,1,1.591571023208766
quantile,200,0.8,1.0,0.2,10,1,0.4420018474438048
huber,200,0.8,1.0,0.2,10,1,0.3646318592815035
linear,200,0.8,1.0,0.2,10,2,27.255807132020145
quantile,200,0.8,1.0,0.2,10,2,0.9622437899084133
huber,200,0.8,1.0,0.2,10,2,0.6200159526885498
linear,200,0.8,1.0,0.2,10,3,119.56626856671585
quantile,200,0.8,1.0,0.2,10,3,0.9804472332459
huber,200,0.8,1.0,0.2,10,3,0.7791834385314353
linear,200,0.8,1.0,0.2,10,4,2.30809480028659
quantile,200,0.8,1.0,0.2,10,4,1.2213422599556703
huber,200,0.8,1.0,0.2,10,4,0.7885902695521483
linear,200,0.8,1.0,0.2,10,5,5.5139988550641785
quantile,200,0.8,1.0,0.2,10,5,2.084130412064878
huber,200,0.8,1.0,0.2,10,5,1.495257907078117
linear,200,0.8,1.0,0.2,10,6,63.63766664773616
quantile,200,0.8,1.0,0.2,10,6,0.5095858000308355
huber,200,0.8,1.0,0.2,10,6,0.4051032208616746
linear,200,0.8,1.0,0.2,10,7,1.7133936210478158
quantile,200,0.8,1.0,0.2,10,7,0.6045904466914669
huber,200,0.8,1.0,0.2,10,7,0.4736674800074585
linear,200,0.8,1.0,0.2,10,8,3.2174213423260327
quantile,200,0.8,1.0,0.2,10,8,1.4080111002565066
huber,200,0.8,1.0,0.2,10,8,0.9700924185055552
linear,200,0.8,1.0,0.2,10,9,1.2341768082016202
quantile,200,0.8,1.0,0.2,10,9,0.253583744388228
huber,200,0.8,1.0,0.2,10,9,0.21687638592527952
linear,200,0.8,1.0,0.2,10,10,6.402298892292883
quantile,200,0.8,1.0,0.2,10,10,0.2756461378902234
huber,200,0.8,1.0,0.2,10,10,0.2481474626289871
linear,200,0.8,1.0,0.2,10,11,7.839033716004545
quantile,200,0.8,1.0,0.2,10,11,1.126101771624457
huber,200,0.8,1.0,0.2,10,11,0.6394984606108697
linear,200,0.8,1.0,0.2,10,12,3.2981073544639856
quantile,200,0.8,1.0,0.2,10,12,1.4492710441213597
huber,200,0.8,1.0,0.2,10,12,1.3546027624850587
linear,200,0.8,1.0,0.2,10,13,2.028552345173446
quantile,200,0.8,1.0,0.2,10,13,0.5673638658554218
huber,200,0.8,1.0,0.2,10,13,0.27426945860363816
linear,200,0.8,1.0,0.2,10,14,0.624045529052393
quantile,200,0.8,1.0,0.2,10,14,0.2697752047341857
huber,200,0.8,1.0,0.2,10,14,0.18080917636067012
linear,200,0.8,1.0,0.2,10,15,4.302892199028284
quantile,200,0.8,1.0,0.2,10,15,0.614734562130133
huber,200,0.8,1.0,0.2,10,15,0.4026909382097628
linear,200,0.8,1.0,0.2,10,16,6.919330833181347
quantile,200,0.8,1.0,0.2,10,16,0.8809650057039284
huber,200,0.8,1.0,0.2,10,16,0.6187808096497591
linear,200,0.8,1.0,0.2,10,17,2.206549424637215
quantile,200,0.8,1.0,0.2,10,17,0.6707775985849544
huber,200,0.8,1.0,0.2,10,17,0.4237462327273599
linear,200,0.8,1.0,0.2,10,18,10.063570630673548
quantile,200,0.8,1.0,0.2,10,18,4.284712932214664
huber,200,0.8,1.0,0.2,10,18,2.2099323840803984
linear,200,0.8,1.0,0.2,10,19,2.637087865725238
quantile,200,0.8,1.0,0.2,10,19,0.9407666482351871
huber,200,0.8,1.0,0.2,10,19,0.628202697164295
linear,200,0.8,1.0,0.2,10,20,10.852290355881959
quantile,200,0.8,1.0,0.2,10,20,1.3942137960472487
huber,200,0.8,1.0,0.2,10,20,0.7341825290648316
linear,200,0.8,1.0,0.2,10,21,7.959677651490173
quantile,200,0.8,1.0,0.2,10,21,0.6985700629066349
huber,200,0.8,1.0,0.2,10,21,0.5439172890610398
linear,200,0.8,1.0,0.2,10,22,1.3637231174551459
quantile,200,0.8,1.0,0.2,10,22,0.4108381460377453
huber,200,0.8,1.0,0.2,10,22,0.32743826217973293
linear,200,0.8,1.0,0.2,10,23,2.6917171907170867
quantile,200,0.8,1.0,0.2,10,23,1.1443757111785382
huber,200,0.8,1.0,0.2,10,23,0.7964667674041743
linear,200,0.8,1.0,0.2,10,24,101.6397550463021
quantile,200,0.8,1.0,0.2,10,24,0.7239405686789806
huber,200,0.8,1.0,0.2,10,24,0.31308705209817433
linear,200,0.8,1.0,0.2,10,25,0.6327126930774536
quantile,200,0.8,1.0,0.2,10,25,0.5704943673462692
huber,200,0.8,1.0,0.2,10,25,0.4419466648026322
linear,200,0.8,1.0,0.2,10,26,19.687251040282792
quantile,200,0.8,1.0,0.2,10,26,1.9448364740915136
huber,200,0.8,1.0,0.2,10,26,1.3370055263766516
linear,200,0.8,1.0,0.2,10,27,2.975860416746638
quantile,200,0.8,1.0,0.2,10,27,0.8701461822537159
huber,200,0.8,1.0,0.2,10,27,0.7122690273762219
linear,200,0.8,1.0,0.2,10,28,1.243974104675991
quantile,200,0.8,1.0,0.2,10,28,0.74995320568469
huber,200,0.8,1.0,0.2,10,28,0.5797255475470215
linear,200,0.8,1.0,0.2,10,29,31.775971847383897
quantile,200,0.8,1.0,0.2,10,29,0.3197175064407257
huber,200,0.8,1.0,0.2,10,29,0.24684584189973066
linear,200,0.8,2.0,0.2,1,0,0.20064568400127705
quantile,200,0.8,2.0,0.2,1,0,0.17691984408039577
huber,200,0.8,2.0,0.2,1,0,0.15837514832580457
linear,200,0.8,2.0,0.2,1,1,0.17706414500697015
quantile,200,0.8,2.0,0.2,1,1,0.20468654485726714
huber,200,0.8,2.0,0.2,1,1,0.12939181641426828
linear,200,0.8,2.0,0.2,1,2,0.07901437967001923
quantile,200,0.8,2.0,0.2,1,2,0.09621054829315474
huber,200,0.8,2.0,0.2,1,2,0.08750183156642151
linear,200,0.8,2.0,0.2,1,3,0.1630597254586322
quantile,200,0.8,2.0,0.2,1,3,0.14221399352094113
